customer_id,age,gender,city,education_level,job_type,income_range,registration_date,has_smartphone,credit_score,referral_source
CUST_00111,51,Female,Palembang,Bachelor,Self-Employed,10M-20M,2024-12-28,True,693,Word of Mouth
CUST_00112,56,Female,Palembang,Bachelor,Employee,<2M,2023-06-09,True,523,Word of Mouth
CUST_00113,28,Female,Yogyakarta,Master,Student,<2M,2024-04-09,False,435,Social Media
CUST_00114,29,Female,Bandung,Bachelor,Employee,2M-5M,2024-08-05,True,687,Advertisement
CUST_00115,20,Female,Yogyakarta,Bachelor,Employee,<2M,2025-02-14,True,736,Word of Mouth
CUST_00116,18,Male,Yogyakarta,High School,Freelancer,5M-10M,2024-12-31,True,675,Partner
CUST_00117,30,Female,Palembang,Master,Employee,2M-5M,2024-03-26,True,626,Search Engine
CUST_00118,38,Female,Medan,Bachelor,Self-Employed,10M-20M,2024-06-12,True,786,Word of Mouth
CUST_00119,22,Female,Jakarta,High School,Student,<2M,2023-08-19,True,700,Partner
CUST_00120,35,Male,Semarang,Bachelor,Employee,10M-20M,2024-04-28,True,687,Word of Mouth
CUST_00121,50,Female,Medan,Bachelor,Student,5M-10M,2023-09-26,True,658,Partner
CUST_00122,48,Female,Makassar,Bachelor,Employee,2M-5M,2024-02-16,True,708,Social Media
CUST_00123,44,Female,Makassar,Bachelor,Employee,10M-20M,2024-01-24,False,546,Partner
CUST_00124,49,Female,Medan,Bachelor,Employee,2M-5M,2024-10-15,True,649,Search Engine
CUST_00125,49,Male,Bandung,High School,Self-Employed,2M-5M,2024-02-26,True,505,Partner
CUST_00126,18,Female,Semarang,High School,Employee,<2M,2024-03-06,True,578,Advertisement
CUST_00127,46,Male,Medan,High School,Freelancer,<2M,2025-02-04,True,676,Partner
CUST_00128,37,Female,Medan,PhD,Self-Employed,<2M,2025-04-06,False,681,Word of Mouth
CUST_00129,32,Male,Semarang,Bachelor,Self-Employed,2M-5M,2024-11-29,True,644,Partner
CUST_00130,37,Female,Makassar,Master,Employee,2M-5M,2024-06-14,True,658,Advertisement
CUST_00131,46,Male,Yogyakarta,Master,Employee,2M-5M,2023-12-22,True,662,Search Engine
CUST_00132,59,Male,Jakarta,Bachelor,Freelancer,10M-20M,2024-02-02,True,521,Advertisement
CUST_00133,39,Male,Jakarta,Master,Self-Employed,10M-20M,2024-11-17,True,527,Social Media
CUST_00134,42,Male,Medan,Bachelor,Employee,5M-10M,2023-09-10,False,608,Word of Mouth
CUST_00135,26,Male,Makassar,Bachelor,Self-Employed,2M-5M,2025-01-07,True,529,Social Media
CUST_00136,31,Male,Yogyakarta,High School,Employee,5M-10M,2023-10-15,True,591,Word of Mouth
CUST_00137,38,Female,Makassar,High School,Freelancer,5M-10M,2025-04-27,True,618,Advertisement
CUST_00138,18,Male,Yogyakarta,Bachelor,Student,<2M,2025-04-09,True,733,Search Engine
CUST_00139,18,Male,Yogyakarta,Bachelor,Employee,<2M,2023-11-01,True,729,Advertisement
CUST_00140,30,Male,Bandung,Bachelor,Employee,2M-5M,2023-06-29,True,769,Word of Mouth
CUST_00141,21,Female,Medan,High School,Employee,2M-5M,2023-08-11,True,844,Advertisement
CUST_00142,18,Male,Palembang,High School,Student,<2M,2024-09-30,True,693,Social Media
CUST_00143,35,Male,Jakarta,Bachelor,Self-Employed,>20M,2024-11-01,True,644,Social Media
CUST_00144,31,Male,Yogyakarta,Bachelor,Self-Employed,10M-20M,2023-09-13,True,674,Search Engine
CUST_00145,46,Male,Jakarta,High School,Employee,2M-5M,2024-09-30,True,479,Advertisement
CUST_00146,29,Male,Jakarta,Bachelor,Self-Employed,2M-5M,2024-02-06,True,499,Social Media
CUST_00147,35,Male,Yogyakarta,Bachelor,Employee,2M-5M,2023-11-08,True,818,Search Engine
CUST_00148,22,Male,Makassar,High School,Student,<2M,2023-11-27,True,828,Social Media
CUST_00149,38,Female,Makassar,PhD,Self-Employed,2M-5M,2024-02-02,True,704,Social Media
CUST_00150,45,Male,Makassar,Master,Employee,5M-10M,2025-02-15,True,716,Partner
CUST_00151,40,Male,Surabaya,PhD,Freelancer,2M-5M,2024-08-11,True,673,Advertisement
CUST_00152,20,Male,Jakarta,Bachelor,Student,2M-5M,2023-12-16,True,584,Word of Mouth
CUST_00153,46,Female,Makassar,High School,Employee,2M-5M,2023-06-11,True,624,Search Engine
CUST_00154,30,Female,Surabaya,Bachelor,Freelancer,2M-5M,2024-11-03,True,815,Advertisement
CUST_00155,41,Female,Jakarta,Master,Self-Employed,2M-5M,2024-12-21,True,568,Search Engine
CUST_00156,25,Female,Jakarta,Bachelor,Self-Employed,2M-5M,2024-03-03,True,850,Social Media
CUST_00157,44,Male,Medan,Bachelor,Employee,10M-20M,2023-12-23,True,629,Partner
CUST_00158,30,Female,Bandung,Master,Self-Employed,>20M,2024-09-04,True,550,Partner
CUST_00159,30,Male,Surabaya,Bachelor,Student,<2M,2025-04-24,True,602,Search Engine
CUST_00160,40,Female,Semarang,High School,Student,2M-5M,2025-03-17,True,641,Partner
CUST_00161,47,Male,Jakarta,Bachelor,Self-Employed,5M-10M,2023-08-21,True,686,Word of Mouth
CUST_00162,32,Female,Surabaya,High School,Employee,10M-20M,2023-10-02,True,697,Advertisement
CUST_00163,38,Male,Jakarta,High School,Employee,5M-10M,2025-02-12,True,774,Social Media
CUST_00164,70,Male,Palembang,Master,Freelancer,10M-20M,2023-07-02,True,590,Partner
CUST_00165,35,Female,Yogyakarta,Bachelor,Freelancer,>20M,2025-03-25,False,724,Social Media
CUST_00166,28,Female,Bandung,Master,Employee,<2M,2024-04-13,True,678,Search Engine
CUST_00167,26,Female,Bandung,Master,Employee,2M-5M,2024-11-09,True,621,Word of Mouth
CUST_00168,42,Female,Semarang,Bachelor,Self-Employed,>20M,2025-03-21,True,687,Social Media
CUST_00169,42,Female,Jakarta,Bachelor,Self-Employed,5M-10M,2024-02-08,False,660,Partner
CUST_00170,42,Male,Jakarta,Bachelor,Self-Employed,2M-5M,2023-12-20,False,663,Advertisement
CUST_00171,53,Female,Medan,High School,Student,10M-20M,2024-12-27,True,820,Word of Mouth
CUST_00172,23,Male,Palembang,Bachelor,Employee,<2M,2024-07-06,True,627,Search Engine
CUST_00173,38,Male,Yogyakarta,Master,Employee,5M-10M,2024-10-07,True,603,Social Media
CUST_00174,21,Male,Palembang,High School,Student,<2M,2025-05-04,True,724,Social Media
CUST_00175,18,Male,Palembang,Bachelor,Student,2M-5M,2023-06-11,True,394,Advertisement
CUST_00176,19,Female,Palembang,Bachelor,Student,2M-5M,2024-02-24,True,665,Search Engine
CUST_00177,41,Male,Yogyakarta,High School,Self-Employed,5M-10M,2025-03-26,True,748,Partner
CUST_00178,32,Female,Palembang,Master,Employee,2M-5M,2025-01-19,True,471,Word of Mouth
CUST_00179,30,Female,Makassar,Bachelor,Employee,2M-5M,2025-04-01,True,695,Partner
CUST_00180,36,Female,Semarang,Master,Employee,10M-20M,2024-06-03,True,568,Partner
CUST_00181,18,Female,Yogyakarta,Bachelor,Student,<2M,2025-01-17,True,700,Advertisement
CUST_00182,29,Female,Surabaya,Bachelor,Freelancer,2M-5M,2024-02-29,True,629,Search Engine
CUST_00183,50,Female,Jakarta,PhD,Student,10M-20M,2024-05-20,True,618,Search Engine
CUST_00184,36,Female,Yogyakarta,High School,Freelancer,5M-10M,2023-08-23,True,541,Social Media
CUST_00185,46,Male,Surabaya,High School,Freelancer,2M-5M,2025-03-03,True,579,Advertisement
CUST_00186,31,Male,Surabaya,Bachelor,Self-Employed,5M-10M,2023-11-24,True,500,Social Media
CUST_00187,52,Male,Surabaya,Bachelor,Freelancer,5M-10M,2025-02-19,True,808,Social Media
CUST_00188,25,Male,Medan,Master,Employee,10M-20M,2023-09-27,True,850,Advertisement
CUST_00189,25,Female,Yogyakarta,Bachelor,Employee,<2M,2025-04-23,False,850,Social Media
CUST_00190,18,Female,Yogyakarta,Bachelor,Employee,<2M,2023-07-05,True,431,Advertisement
CUST_00191,40,Female,Palembang,Bachelor,Student,2M-5M,2024-09-06,True,575,Social Media
CUST_00192,33,Male,Jakarta,High School,Self-Employed,>20M,2024-02-08,True,701,Social Media
CUST_00193,48,Male,Bandung,High School,Self-Employed,2M-5M,2024-02-15,True,405,Word of Mouth
CUST_00194,32,Male,Surabaya,Master,Freelancer,>20M,2024-11-11,True,752,Word of Mouth
CUST_00195,40,Male,Surabaya,Bachelor,Employee,>20M,2024-04-13,True,662,Social Media
CUST_00196,49,Male,Makassar,Bachelor,Self-Employed,>20M,2024-04-02,True,811,Advertisement
CUST_00197,46,Male,Yogyakarta,High School,Employee,2M-5M,2024-04-23,True,666,Word of Mouth
CUST_00198,47,Male,Semarang,Master,Student,10M-20M,2025-04-26,True,609,Advertisement
CUST_00199,45,Female,Semarang,PhD,Student,2M-5M,2024-01-20,True,666,Word of Mouth
CUST_00200,45,Female,Jakarta,High School,Freelancer,2M-5M,2025-02-17,False,667,Partner
CUST_00201,34,Male,Surabaya,Master,Employee,5M-10M,2024-03-29,False,714,Search Engine
CUST_00202,18,Female,Palembang,High School,Student,2M-5M,2025-03-25,True,619,Word of Mouth
CUST_00203,51,Female,Surabaya,Bachelor,Student,5M-10M,2025-01-12,True,682,Social Media
CUST_00204,27,Female,Yogyakarta,High School,Self-Employed,5M-10M,2024-06-02,True,607,Advertisement
CUST_00205,39,Female,Palembang,Bachelor,Employee,5M-10M,2024-02-18,True,577,Advertisement
CUST_00206,39,Female,Medan,Bachelor,Self-Employed,<2M,2025-01-08,True,630,Advertisement
CUST_00207,28,Male,Makassar,High School,Employee,2M-5M,2024-10-27,True,838,Word of Mouth
CUST_00208,40,Male,Yogyakarta,High School,Self-Employed,2M-5M,2024-12-02,False,735,Word of Mouth
CUST_00209,40,Female,Bandung,Bachelor,Self-Employed,>20M,2024-05-07,True,695,Social Media
CUST_00210,35,Male,Jakarta,Master,Self-Employed,10M-20M,2024-01-20,True,804,Word of Mouth
CUST_00211,22,Female,Makassar,Bachelor,Student,<2M,2024-02-28,True,497,Search Engine
CUST_00212,28,Female,Palembang,Master,Employee,5M-10M,2023-10-25,True,667,Word of Mouth
CUST_00213,33,Female,Makassar,Bachelor,Self-Employed,>20M,2025-04-28,True,532,Advertisement
CUST_00214,57,Female,Semarang,High School,Self-Employed,5M-10M,2025-03-14,False,676,Word of Mouth
CUST_00215,47,Female,Makassar,Bachelor,Self-Employed,10M-20M,2024-11-05,True,721,Word of Mouth
CUST_00216,18,Male,Surabaya,High School,Employee,2M-5M,2024-01-14,True,537,Social Media
CUST_00217,26,Female,Makassar,Bachelor,Employee,<2M,2025-01-30,True,654,Search Engine
CUST_00218,43,Female,Semarang,High School,Employee,2M-5M,2025-01-05,True,556,Search Engine
CUST_00219,58,Male,Bandung,Bachelor,Employee,5M-10M,2023-09-05,True,598,Partner
CUST_00220,19,Male,Makassar,High School,Student,<2M,2023-09-03,True,667,Advertisement
CUST_00221,57,Male,Medan,High School,Self-Employed,5M-10M,2023-06-29,True,704,Social Media
CUST_00222,41,Male,Palembang,PhD,Employee,10M-20M,2025-02-02,True,770,Search Engine
CUST_00223,24,Female,Jakarta,Bachelor,Employee,2M-5M,2023-06-30,True,552,Social Media
CUST_00224,23,Female,Semarang,High School,Employee,5M-10M,2024-09-06,True,684,Social Media
CUST_00225,36,Male,Jakarta,Bachelor,Student,5M-10M,2025-02-14,True,709,Social Media
CUST_00226,20,Male,Yogyakarta,High School,Employee,5M-10M,2024-12-24,True,743,Word of Mouth
CUST_00227,29,Male,Makassar,Master,Self-Employed,10M-20M,2023-12-06,True,569,Word of Mouth
CUST_00228,26,Female,Surabaya,Master,Employee,<2M,2024-12-04,True,508,Advertisement
CUST_00229,27,Female,Semarang,Bachelor,Employee,5M-10M,2023-06-28,True,582,Social Media
CUST_00230,50,Male,Surabaya,Bachelor,Freelancer,<2M,2024-05-26,True,613,Partner
CUST_00231,42,Female,Surabaya,High School,Employee,2M-5M,2025-01-18,True,568,Advertisement
CUST_00232,22,Male,Jakarta,High School,Employee,5M-10M,2023-06-22,False,431,Social Media
CUST_00233,33,Female,Palembang,High School,Employee,<2M,2024-01-16,False,646,Partner
CUST_00234,36,Female,Jakarta,Master,Employee,5M-10M,2024-05-17,False,850,Partner
CUST_00235,19,Female,Jakarta,Bachelor,Employee,<2M,2024-10-30,True,733,Partner
CUST_00236,48,Male,Palembang,Bachelor,Self-Employed,>20M,2023-12-16,True,640,Search Engine
CUST_00237,18,Female,Bandung,High School,Freelancer,<2M,2023-10-14,True,676,Advertisement
CUST_00238,20,Male,Medan,High School,Student,<2M,2024-08-11,True,613,Word of Mouth
CUST_00239,20,Female,Palembang,Bachelor,Student,2M-5M,2024-03-03,True,671,Social Media
CUST_00240,18,Male,Palembang,High School,Student,<2M,2025-04-25,True,556,Advertisement
CUST_00241,33,Female,Bandung,Bachelor,Employee,<2M,2024-05-18,True,374,Word of Mouth
CUST_00242,43,Female,Medan,Bachelor,Employee,>20M,2023-10-13,True,638,Search Engine
CUST_00243,22,Male,Palembang,High School,Student,<2M,2023-07-02,True,850,Word of Mouth
CUST_00244,27,Male,Medan,Bachelor,Employee,10M-20M,2023-08-17,False,472,Social Media
CUST_00245,39,Male,Medan,High School,Employee,>20M,2023-12-05,True,617,Advertisement
CUST_00246,26,Female,Makassar,High School,Employee,>20M,2025-01-30,True,610,Advertisement
CUST_00247,31,Male,Yogyakarta,Bachelor,Employee,2M-5M,2024-10-03,False,592,Partner
CUST_00248,40,Male,Makassar,Bachelor,Self-Employed,>20M,2024-10-09,True,744,Advertisement
CUST_00249,33,Male,Surabaya,Bachelor,Self-Employed,2M-5M,2023-07-27,True,525,Partner
CUST_00250,51,Female,Surabaya,High School,Employee,2M-5M,2023-07-31,False,608,Partner
CUST_00251,40,Female,Bandung,Master,Student,<2M,2023-10-16,True,805,Social Media
CUST_00252,49,Male,Bandung,Master,Self-Employed,5M-10M,2024-03-25,True,668,Advertisement
CUST_00253,42,Female,Makassar,Bachelor,Employee,>20M,2024-09-07,True,650,Advertisement
CUST_00254,43,Male,Makassar,High School,Employee,>20M,2023-11-02,False,651,Word of Mouth
CUST_00255,35,Female,Jakarta,High School,Employee,2M-5M,2024-12-24,False,738,Word of Mouth
CUST_00256,53,Female,Jakarta,Bachelor,Self-Employed,>20M,2024-08-23,True,409,Search Engine
CUST_00257,24,Male,Semarang,High School,Student,2M-5M,2024-08-09,True,740,Partner
CUST_00258,36,Male,Jakarta,High School,Freelancer,2M-5M,2024-02-05,True,536,Word of Mouth
CUST_00259,24,Male,Bandung,High School,Student,<2M,2025-04-15,True,633,Social Media
CUST_00260,36,Male,Semarang,High School,Employee,>20M,2023-09-03,True,676,Advertisement
CUST_00261,45,Female,Surabaya,Bachelor,Employee,2M-5M,2024-05-12,True,459,Partner
CUST_00262,29,Female,Surabaya,Bachelor,Employee,5M-10M,2025-02-09,True,568,Search Engine
CUST_00263,23,Female,Makassar,Bachelor,Freelancer,2M-5M,2025-01-15,True,482,Word of Mouth
CUST_00264,25,Female,Yogyakarta,High School,Freelancer,<2M,2023-07-18,True,748,Social Media
CUST_00265,38,Male,Medan,High School,Freelancer,2M-5M,2023-09-13,True,708,Partner
CUST_00266,33,Male,Yogyakarta,Bachelor,Employee,2M-5M,2025-04-21,True,580,Word of Mouth
CUST_00267,45,Male,Bandung,Bachelor,Employee,5M-10M,2024-04-06,True,728,Social Media
CUST_00268,39,Female,Bandung,Bachelor,Employee,10M-20M,2023-08-16,True,714,Word of Mouth
CUST_00269,19,Male,Medan,Bachelor,Student,2M-5M,2023-10-26,True,730,Social Media
CUST_00270,49,Male,Yogyakarta,Bachelor,Employee,<2M,2023-07-22,True,761,Search Engine
CUST_00271,20,Male,Palembang,Bachelor,Employee,5M-10M,2024-06-27,True,689,Partner
CUST_00272,37,Female,Surabaya,Master,Employee,2M-5M,2023-11-05,True,812,Advertisement
CUST_00273,32,Female,Surabaya,Bachelor,Employee,10M-20M,2024-12-19,True,801,Partner
CUST_00274,44,Male,Medan,Bachelor,Self-Employed,5M-10M,2023-10-05,True,528,Search Engine
CUST_00275,37,Male,Surabaya,Master,Self-Employed,10M-20M,2025-01-15,True,432,Social Media
CUST_00276,23,Male,Bandung,Bachelor,Freelancer,2M-5M,2023-11-27,True,711,Advertisement
CUST_00277,24,Male,Semarang,High School,Freelancer,2M-5M,2024-02-23,True,626,Word of Mouth
CUST_00278,36,Male,Surabaya,High School,Employee,5M-10M,2023-09-10,True,731,Social Media
CUST_00279,32,Male,Jakarta,PhD,Employee,<2M,2024-03-11,True,788,Search Engine
CUST_00280,49,Male,Surabaya,PhD,Self-Employed,5M-10M,2024-10-01,False,738,Search Engine
CUST_00281,36,Male,Bandung,PhD,Self-Employed,<2M,2023-07-11,False,534,Search Engine
CUST_00282,30,Male,Semarang,Bachelor,Student,>20M,2024-07-07,True,729,Partner
CUST_00283,27,Female,Jakarta,Bachelor,Employee,<2M,2025-03-11,False,548,Search Engine
