customer_id,product_name,signup_date,status,monthly_fee,usage_frequency
CUST_00061,Basic Account,2024-08-09,Active,0,50
CUST_00061,Credit Card,2025-01-06,Inactive,10000,1
CUST_00061,Investment,2025-02-28,Active,50000,20
CUST_00062,Basic Account,2024-08-07,Active,0,30
CUST_00062,Investment,2025-04-24,Active,100000,14
CUST_00062,Insurance,2025-02-05,Active,25000,2
CUST_00062,Credit Card,2024-10-10,Active,10000,20
CUST_00063,Basic Account,2023-07-18,Active,0,14
CUST_00063,Premium Account,2024-04-08,Inactive,10000,11
CUST_00063,Credit Card,2023-12-22,Inactive,100000,11
CUST_00063,Loan,2023-11-22,Active,25000,9
CUST_00064,Basic Account,2024-11-21,Active,0,6
CUST_00065,Basic Account,2025-01-18,Active,0,31
CUST_00065,Credit Card,2025-04-02,Closed,100000,19
CUST_00066,Basic Account,2023-10-26,Active,0,11
CUST_00066,Credit Card,2024-01-02,Active,100000,16
CUST_00066,Premium Account,2024-07-03,Active,100000,17
CUST_00066,Loan,2024-07-08,Active,25000,19
CUST_00067,Basic Account,2024-12-17,Active,0,27
CUST_00068,Basic Account,2024-09-27,Active,0,22
CUST_00068,Credit Card,2025-05-10,Inactive,50000,13
CUST_00069,Basic Account,2024-12-31,Active,0,36
CUST_00070,Basic Account,2023-06-14,Active,0,7
CUST_00071,Basic Account,2024-01-08,Active,0,6
CUST_00071,Investment,2024-09-21,Active,100000,0
CUST_00071,Credit Card,2024-04-08,Active,50000,4
CUST_00072,Basic Account,2024-05-18,Active,0,13
CUST_00072,Investment,2024-10-11,Active,50000,3
CUST_00072,Loan,2024-08-28,Active,25000,3
CUST_00073,Basic Account,2024-02-05,Active,0,10
CUST_00074,Basic Account,2023-07-25,Active,0,44
CUST_00075,Basic Account,2025-03-03,Active,0,24
CUST_00076,Basic Account,2024-06-08,Active,0,25
CUST_00076,Premium Account,2025-02-28,Closed,100000,4
CUST_00077,Basic Account,2025-03-19,Active,0,45
CUST_00078,Basic Account,2023-06-21,Active,0,7
CUST_00078,Loan,2023-11-05,Active,100000,13
CUST_00078,Insurance,2023-10-29,Active,0,2
CUST_00079,Basic Account,2023-12-11,Active,0,20
CUST_00079,Investment,2024-02-13,Active,10000,0
CUST_00080,Basic Account,2023-12-26,Active,0,34
CUST_00080,Investment,2024-07-26,Active,50000,4
CUST_00080,Premium Account,2024-09-14,Active,100000,20
CUST_00080,Loan,2024-07-15,Closed,50000,10
CUST_00081,Basic Account,2024-01-09,Active,0,12
CUST_00081,Insurance,2024-04-26,Active,10000,0
CUST_00081,Loan,2024-03-13,Active,50000,7
CUST_00082,Basic Account,2024-08-25,Active,0,5
CUST_00082,Credit Card,2025-02-01,Active,50000,15
CUST_00082,Insurance,2025-05-24,Active,50000,12
CUST_00083,Basic Account,2023-11-03,Active,0,25
CUST_00083,Loan,2024-07-27,Active,50000,4
CUST_00083,Investment,2024-08-02,Active,10000,1
CUST_00083,Premium Account,2023-12-20,Active,10000,9
CUST_00084,Basic Account,2024-05-16,Active,0,20
CUST_00084,Insurance,2024-12-01,Inactive,25000,17
CUST_00085,Basic Account,2024-10-29,Active,0,20
CUST_00085,Credit Card,2025-01-05,Active,10000,1
CUST_00085,Loan,2024-12-05,Inactive,25000,13
CUST_00086,Basic Account,2025-01-26,Active,0,11
CUST_00087,Basic Account,2024-10-16,Active,0,32
CUST_00087,Premium Account,2024-11-20,Inactive,0,17
CUST_00087,Insurance,2024-12-27,Active,0,5
CUST_00087,Loan,2025-01-20,Active,100000,15
CUST_00088,Basic Account,2024-05-05,Active,0,8
CUST_00088,Premium Account,2024-11-09,Active,50000,10
CUST_00089,Basic Account,2024-02-02,Active,0,5
CUST_00089,Premium Account,2024-04-23,Inactive,0,4
CUST_00089,Loan,2024-10-24,Inactive,10000,2
CUST_00089,Credit Card,2024-07-21,Active,10000,1
CUST_00090,Basic Account,2023-11-22,Active,0,27
CUST_00090,Investment,2024-03-09,Active,50000,18
CUST_00090,Premium Account,2024-05-03,Active,0,13
CUST_00090,Credit Card,2024-06-11,Active,100000,18
CUST_00091,Basic Account,2023-12-05,Active,0,47
CUST_00091,Loan,2024-03-17,Active,0,2
CUST_00092,Basic Account,2024-01-31,Active,0,42
CUST_00092,Investment,2024-11-21,Active,25000,13
CUST_00092,Loan,2024-07-26,Active,0,20
CUST_00092,Credit Card,2024-09-04,Active,10000,4
CUST_00093,Basic Account,2023-07-03,Active,0,15
CUST_00093,Credit Card,2023-09-12,Closed,100000,12
CUST_00093,Loan,2024-04-25,Inactive,50000,15
CUST_00093,Insurance,2024-01-12,Active,10000,15
CUST_00094,Basic Account,2024-04-25,Active,0,48
CUST_00094,Loan,2024-07-24,Active,100000,15
CUST_00095,Basic Account,2023-08-24,Active,0,12
CUST_00096,Basic Account,2023-12-13,Active,0,26
CUST_00097,Basic Account,2024-02-24,Active,0,36
CUST_00097,Loan,2024-11-10,Inactive,25000,16
CUST_00097,Insurance,2024-04-10,Active,0,1
CUST_00098,Basic Account,2024-08-05,Active,0,28
CUST_00099,Basic Account,2024-09-07,Active,0,17
CUST_00100,Basic Account,2024-08-25,Active,0,10
CUST_00100,Loan,2025-04-23,Active,25000,13
CUST_00100,Investment,2025-02-16,Active,100000,1
CUST_00101,Basic Account,2024-11-15,Active,0,16
CUST_00102,Basic Account,2023-09-26,Active,0,29
CUST_00103,Basic Account,2025-04-02,Active,0,22
CUST_00104,Basic Account,2024-01-23,Active,0,18
CUST_00104,Insurance,2024-05-23,Active,50000,7
CUST_00104,Credit Card,2024-03-08,Active,10000,20
CUST_00105,Basic Account,2024-10-06,Active,0,12
CUST_00105,Loan,2025-04-09,Inactive,25000,7
CUST_00106,Basic Account,2024-01-24,Active,0,43
CUST_00106,Premium Account,2024-11-05,Inactive,0,17
CUST_00106,Credit Card,2024-10-18,Active,100000,3
CUST_00107,Basic Account,2024-11-24,Active,0,22
CUST_00107,Premium Account,2025-04-26,Active,0,9
CUST_00108,Basic Account,2024-09-14,Active,0,38
CUST_00108,Premium Account,2025-02-18,Active,25000,20
CUST_00108,Credit Card,2024-12-11,Active,0,10
CUST_00108,Loan,2025-04-16,Active,25000,18
CUST_00109,Basic Account,2025-02-17,Active,0,42
CUST_00110,Basic Account,2024-09-02,Active,0,42
CUST_00110,Insurance,2024-10-02,Active,0,11
CUST_00110,Premium Account,2025-03-20,Active,25000,14
CUST_00111,Basic Account,2024-12-28,Active,0,37
CUST_00111,Premium Account,2025-04-12,Inactive,10000,19
CUST_00112,Basic Account,2023-06-09,Active,0,28
CUST_00112,Investment,2023-09-18,Closed,10000,7
CUST_00112,Premium Account,2024-01-28,Active,100000,6
CUST_00112,Loan,2023-09-25,Active,0,0
CUST_00113,Basic Account,2024-04-09,Active,0,29
CUST_00113,Loan,2024-06-19,Active,25000,4
CUST_00113,Premium Account,2024-05-09,Active,10000,12
CUST_00114,Basic Account,2024-08-05,Active,0,45
CUST_00114,Insurance,2025-04-26,Active,10000,12
CUST_00114,Premium Account,2024-12-01,Active,10000,7
CUST_00115,Basic Account,2025-02-14,Active,0,11
CUST_00115,Premium Account,2025-05-13,Inactive,0,20
CUST_00116,Basic Account,2024-12-31,Active,0,36
CUST_00117,Basic Account,2024-03-26,Active,0,12
CUST_00117,Insurance,2024-08-24,Active,25000,14
CUST_00118,Basic Account,2024-06-12,Active,0,8
CUST_00118,Loan,2024-12-17,Active,50000,1
CUST_00118,Investment,2024-08-08,Active,25000,9
CUST_00119,Basic Account,2023-08-19,Active,0,29
CUST_00119,Insurance,2024-05-10,Closed,50000,8
CUST_00119,Credit Card,2023-11-30,Active,50000,4
CUST_00120,Basic Account,2024-04-28,Active,0,5
CUST_00120,Loan,2024-08-17,Inactive,25000,19
CUST_00120,Premium Account,2025-01-07,Active,25000,5
CUST_00120,Investment,2025-01-29,Active,50000,7
CUST_00121,Basic Account,2023-09-26,Active,0,40
CUST_00121,Loan,2024-06-04,Active,0,17
CUST_00121,Premium Account,2024-01-15,Active,10000,0
CUST_00121,Credit Card,2024-02-28,Active,100000,7
CUST_00122,Basic Account,2024-02-16,Active,0,29
CUST_00122,Premium Account,2024-10-19,Active,50000,10
CUST_00122,Credit Card,2024-08-04,Active,25000,10
CUST_00123,Basic Account,2024-01-24,Active,0,34
CUST_00123,Insurance,2024-03-04,Active,0,13
CUST_00124,Basic Account,2024-10-15,Active,0,5
CUST_00124,Loan,2025-02-25,Inactive,50000,20
CUST_00124,Credit Card,2025-05-15,Inactive,50000,0
CUST_00124,Investment,2025-03-18,Inactive,50000,9
CUST_00125,Basic Account,2024-02-26,Active,0,11
CUST_00126,Basic Account,2024-03-06,Active,0,23
CUST_00126,Investment,2024-10-08,Active,50000,16
CUST_00126,Loan,2024-05-09,Active,25000,20
CUST_00126,Insurance,2024-12-08,Active,0,6
CUST_00127,Basic Account,2025-02-04,Active,0,38
CUST_00128,Basic Account,2025-04-06,Active,0,7
CUST_00129,Basic Account,2024-11-29,Active,0,28
CUST_00129,Credit Card,2025-04-03,Active,25000,11
CUST_00130,Basic Account,2024-06-14,Active,0,18
CUST_00130,Premium Account,2025-02-18,Active,10000,20
CUST_00130,Insurance,2024-10-27,Active,0,0
CUST_00131,Basic Account,2023-12-22,Active,0,22
CUST_00131,Premium Account,2024-10-01,Inactive,0,1
CUST_00131,Investment,2024-04-05,Active,100000,15
CUST_00132,Basic Account,2024-02-02,Active,0,26
CUST_00132,Loan,2024-09-30,Active,50000,1
CUST_00132,Credit Card,2024-08-12,Active,50000,3
CUST_00133,Basic Account,2024-11-17,Active,0,32
CUST_00134,Basic Account,2023-09-10,Active,0,40
CUST_00134,Investment,2024-06-21,Inactive,0,10
CUST_00134,Insurance,2023-12-10,Active,25000,11
CUST_00134,Credit Card,2024-01-21,Active,100000,20
CUST_00135,Basic Account,2025-01-07,Active,0,10
CUST_00135,Investment,2025-02-07,Active,10000,4
CUST_00136,Basic Account,2023-10-15,Active,0,21
CUST_00136,Loan,2023-12-16,Active,25000,14
CUST_00136,Premium Account,2024-04-14,Closed,0,9
CUST_00136,Credit Card,2023-12-29,Active,10000,6
CUST_00137,Basic Account,2025-04-27,Active,0,43
CUST_00138,Basic Account,2025-04-09,Active,0,44
CUST_00139,Basic Account,2023-11-01,Active,0,42
CUST_00139,Credit Card,2024-05-10,Active,0,14
CUST_00139,Insurance,2024-04-27,Inactive,50000,12
CUST_00139,Loan,2024-02-29,Inactive,100000,18
CUST_00140,Basic Account,2023-06-29,Active,0,47
CUST_00140,Insurance,2024-01-08,Active,100000,19
CUST_00141,Basic Account,2023-08-11,Active,0,6
CUST_00141,Premium Account,2024-03-29,Active,0,15
CUST_00142,Basic Account,2024-09-30,Active,0,41
CUST_00142,Investment,2024-12-19,Active,10000,18
CUST_00142,Credit Card,2024-12-11,Active,10000,9
CUST_00143,Basic Account,2024-11-01,Active,0,10
CUST_00143,Insurance,2025-04-12,Active,10000,12
CUST_00144,Basic Account,2023-09-13,Active,0,19
CUST_00144,Premium Account,2023-11-27,Active,50000,12
CUST_00145,Basic Account,2024-09-30,Active,0,34
CUST_00145,Loan,2025-04-28,Active,10000,5
CUST_00145,Investment,2024-11-26,Active,0,3
CUST_00145,Premium Account,2025-04-07,Inactive,0,6
CUST_00146,Basic Account,2024-02-06,Active,0,16
CUST_00146,Premium Account,2024-11-10,Inactive,0,18
CUST_00146,Insurance,2024-06-16,Closed,25000,18
CUST_00147,Basic Account,2023-11-08,Active,0,42
CUST_00148,Basic Account,2023-11-27,Active,0,16
CUST_00148,Loan,2024-06-15,Active,100000,10
CUST_00148,Credit Card,2024-01-17,Active,25000,0
CUST_00148,Insurance,2024-02-27,Active,10000,6
CUST_00149,Basic Account,2024-02-02,Active,0,26
CUST_00150,Basic Account,2025-02-15,Active,0,29
CUST_00151,Basic Account,2024-08-11,Active,0,22
CUST_00152,Basic Account,2023-12-16,Active,0,24
CUST_00152,Premium Account,2024-05-18,Inactive,0,0
CUST_00152,Credit Card,2024-07-04,Closed,0,3
CUST_00152,Loan,2024-06-30,Active,50000,10
CUST_00153,Basic Account,2023-06-11,Active,0,41
CUST_00153,Investment,2023-08-14,Active,10000,20
CUST_00154,Basic Account,2024-11-03,Active,0,14
CUST_00155,Basic Account,2024-12-21,Active,0,33
CUST_00155,Insurance,2025-04-25,Inactive,0,7
CUST_00156,Basic Account,2024-03-03,Active,0,30
CUST_00156,Insurance,2024-12-01,Active,50000,5
CUST_00156,Loan,2024-11-08,Inactive,0,17
CUST_00156,Credit Card,2024-05-07,Inactive,100000,8
CUST_00157,Basic Account,2023-12-23,Active,0,14
CUST_00157,Investment,2024-09-03,Active,10000,13
CUST_00158,Basic Account,2024-09-04,Active,0,39
CUST_00158,Premium Account,2024-12-04,Active,25000,12
CUST_00158,Credit Card,2024-10-10,Closed,10000,5
CUST_00159,Basic Account,2025-04-24,Active,0,22
CUST_00160,Basic Account,2025-03-17,Active,0,37
CUST_00161,Basic Account,2023-08-21,Active,0,14
CUST_00161,Loan,2024-04-30,Active,50000,10
CUST_00162,Basic Account,2023-10-02,Active,0,18
CUST_00162,Premium Account,2023-12-06,Active,25000,11
CUST_00162,Loan,2023-11-21,Active,0,20
CUST_00162,Credit Card,2024-02-24,Inactive,25000,19
CUST_00163,Basic Account,2025-02-12,Active,0,36
CUST_00164,Basic Account,2023-07-02,Active,0,33
CUST_00164,Credit Card,2024-02-11,Active,10000,17
CUST_00164,Loan,2023-12-31,Closed,100000,6
CUST_00165,Basic Account,2025-03-25,Active,0,27
CUST_00166,Basic Account,2024-04-13,Active,0,34
CUST_00167,Basic Account,2024-11-09,Active,0,19
CUST_00167,Investment,2025-06-05,Active,25000,17
CUST_00168,Basic Account,2025-03-21,Active,0,34
CUST_00169,Basic Account,2024-02-08,Active,0,14
CUST_00169,Premium Account,2024-08-24,Active,100000,6
CUST_00170,Basic Account,2023-12-20,Active,0,10
CUST_00171,Basic Account,2024-12-27,Active,0,22
CUST_00171,Insurance,2025-05-20,Active,50000,2
CUST_00171,Credit Card,2025-05-21,Active,50000,2
CUST_00172,Basic Account,2024-07-06,Active,0,10
CUST_00172,Premium Account,2024-08-21,Closed,100000,17
CUST_00173,Basic Account,2024-10-07,Active,0,15
CUST_00173,Insurance,2024-12-29,Inactive,10000,17
CUST_00174,Basic Account,2025-05-04,Active,0,19
CUST_00175,Basic Account,2023-06-11,Active,0,25
CUST_00176,Basic Account,2024-02-24,Active,0,10
CUST_00176,Investment,2024-09-09,Inactive,10000,12
CUST_00176,Premium Account,2024-09-24,Active,0,14
CUST_00177,Basic Account,2025-03-26,Active,0,24
CUST_00178,Basic Account,2025-01-19,Active,0,25
CUST_00179,Basic Account,2025-04-01,Active,0,45
CUST_00180,Basic Account,2024-06-03,Active,0,5
CUST_00180,Credit Card,2025-01-04,Active,25000,5
CUST_00181,Basic Account,2025-01-17,Active,0,21
CUST_00181,Investment,2025-06-01,Active,25000,16
CUST_00181,Insurance,2025-05-21,Active,100000,0
CUST_00182,Basic Account,2024-02-29,Active,0,7
CUST_00182,Insurance,2024-05-01,Inactive,0,17
CUST_00182,Investment,2024-04-04,Closed,10000,1
CUST_00182,Credit Card,2024-06-26,Active,10000,16
CUST_00183,Basic Account,2024-05-20,Active,0,6
CUST_00183,Investment,2025-01-15,Active,100000,8
CUST_00183,Loan,2025-01-04,Active,10000,17
CUST_00184,Basic Account,2023-08-23,Active,0,37
CUST_00184,Loan,2024-06-14,Active,50000,1
CUST_00184,Premium Account,2024-03-25,Active,50000,3
CUST_00185,Basic Account,2025-03-03,Active,0,13
CUST_00186,Basic Account,2023-11-24,Active,0,22
CUST_00187,Basic Account,2025-02-19,Active,0,16
CUST_00188,Basic Account,2023-09-27,Active,0,18
CUST_00188,Premium Account,2024-03-14,Closed,0,1
CUST_00189,Basic Account,2025-04-23,Active,0,9
CUST_00190,Basic Account,2023-07-05,Active,0,47
CUST_00190,Insurance,2023-11-12,Active,0,3
CUST_00190,Credit Card,2024-02-22,Active,100000,15
CUST_00191,Basic Account,2024-09-06,Active,0,30
CUST_00192,Basic Account,2024-02-08,Active,0,15
CUST_00192,Credit Card,2024-11-11,Active,100000,9
CUST_00192,Insurance,2024-10-08,Active,0,17
CUST_00192,Loan,2024-09-23,Inactive,25000,17
CUST_00193,Basic Account,2024-02-15,Active,0,17
CUST_00193,Insurance,2024-04-19,Active,50000,6
CUST_00194,Basic Account,2024-11-11,Active,0,5
CUST_00195,Basic Account,2024-04-13,Active,0,28
CUST_00195,Credit Card,2024-08-20,Active,10000,12
CUST_00196,Basic Account,2024-04-02,Active,0,17
CUST_00196,Insurance,2025-01-27,Active,10000,11
CUST_00197,Basic Account,2024-04-23,Active,0,48
CUST_00197,Loan,2024-10-13,Active,10000,5
CUST_00197,Investment,2024-10-18,Active,100000,4
CUST_00197,Premium Account,2025-01-09,Active,10000,17
CUST_00198,Basic Account,2025-04-26,Active,0,48
CUST_00199,Basic Account,2024-01-20,Active,0,20
CUST_00199,Investment,2024-06-22,Active,50000,20
CUST_00200,Basic Account,2025-02-17,Active,0,22
CUST_00200,Insurance,2025-04-12,Active,0,13
CUST_00201,Basic Account,2024-03-29,Active,0,33
CUST_00201,Credit Card,2024-11-07,Active,50000,10
CUST_00201,Premium Account,2024-06-14,Active,50000,11
CUST_00202,Basic Account,2025-03-25,Active,0,36
CUST_00203,Basic Account,2025-01-12,Active,0,27
CUST_00204,Basic Account,2024-06-02,Active,0,35
CUST_00204,Credit Card,2024-11-02,Active,100000,8
CUST_00204,Premium Account,2024-08-07,Inactive,10000,2
CUST_00204,Investment,2025-03-28,Inactive,10000,1
CUST_00205,Basic Account,2024-02-18,Active,0,27
CUST_00205,Insurance,2024-06-24,Inactive,100000,4
CUST_00206,Basic Account,2025-01-08,Active,0,26
CUST_00207,Basic Account,2024-10-27,Active,0,46
CUST_00208,Basic Account,2024-12-02,Active,0,36
CUST_00208,Insurance,2025-04-20,Active,100000,12
CUST_00209,Basic Account,2024-05-07,Active,0,36
CUST_00210,Basic Account,2024-01-20,Active,0,28
CUST_00210,Loan,2024-05-02,Active,50000,5
CUST_00211,Basic Account,2024-02-28,Active,0,22
CUST_00211,Premium Account,2024-06-27,Active,10000,13
CUST_00211,Insurance,2024-07-10,Active,25000,14
CUST_00212,Basic Account,2023-10-25,Active,0,38
CUST_00212,Credit Card,2024-08-05,Active,50000,19
CUST_00212,Loan,2024-03-03,Active,100000,11
CUST_00212,Investment,2023-12-23,Active,50000,14
CUST_00213,Basic Account,2025-04-28,Active,0,47
CUST_00214,Basic Account,2025-03-14,Active,0,23
CUST_00215,Basic Account,2024-11-05,Active,0,38
CUST_00215,Loan,2025-05-04,Active,10000,19
CUST_00216,Basic Account,2024-01-14,Active,0,5
CUST_00216,Premium Account,2024-07-11,Active,25000,14
CUST_00216,Credit Card,2024-05-25,Closed,100000,4
CUST_00216,Loan,2024-10-16,Active,50000,2
CUST_00217,Basic Account,2025-01-30,Active,0,34
CUST_00217,Credit Card,2025-05-28,Active,25000,0
CUST_00218,Basic Account,2025-01-05,Active,0,40
CUST_00218,Loan,2025-04-23,Inactive,0,13
CUST_00218,Premium Account,2025-02-18,Inactive,50000,5
CUST_00219,Basic Account,2023-09-05,Active,0,47
CUST_00219,Investment,2023-12-06,Active,25000,7
CUST_00220,Basic Account,2023-09-03,Active,0,33
CUST_00220,Loan,2024-05-18,Inactive,50000,12
CUST_00221,Basic Account,2023-06-29,Active,0,9
CUST_00221,Insurance,2023-09-06,Active,10000,15
CUST_00221,Premium Account,2023-10-15,Inactive,50000,2
CUST_00222,Basic Account,2025-02-02,Active,0,37
CUST_00223,Basic Account,2023-06-30,Active,0,21
CUST_00224,Basic Account,2024-09-06,Active,0,26
CUST_00224,Loan,2024-10-28,Active,25000,4
CUST_00224,Insurance,2024-10-29,Active,50000,16
CUST_00224,Premium Account,2024-10-28,Active,100000,8
CUST_00225,Basic Account,2025-02-14,Active,0,43
CUST_00225,Loan,2025-05-07,Active,50000,5
CUST_00225,Investment,2025-04-04,Closed,10000,6
CUST_00226,Basic Account,2024-12-24,Active,0,29
CUST_00226,Credit Card,2025-03-02,Active,50000,16
CUST_00227,Basic Account,2023-12-06,Active,0,11
CUST_00227,Loan,2024-09-23,Active,0,15
CUST_00227,Credit Card,2024-05-18,Active,0,11
CUST_00227,Insurance,2024-04-18,Active,10000,5
CUST_00228,Basic Account,2024-12-04,Active,0,27
CUST_00229,Basic Account,2023-06-28,Active,0,31
CUST_00229,Credit Card,2024-02-09,Active,0,9
CUST_00229,Loan,2024-02-28,Active,50000,15
CUST_00230,Basic Account,2024-05-26,Active,0,35
CUST_00231,Basic Account,2025-01-18,Active,0,9
